# Simple Perfect	Compound Perfect	Contingent	Compound Imperfect	Jussive	Imperative	Gerund	Infinitive	Participle	Translation	Verb Type
ጋጨ	ግጯል	ይግጭ	ይግጫል	ይጋጭ	ጋጭ	ግጮ	መጋጭ	ጋጪ	abuse	t
ጋጨ 2nd ጋጨህ	ጋጭቷል	ይጋጭ	ይጋጫል	ይጋጭ	ጋጭ	ጋጭቶ	መጋጨት		sling  	t
ገፋ	ገፍቷል	ይገፋ	ይገፋል	ይግፋ	ግፋ	ገፍቶ	መግፋት	ገፊ	push	t
ጠላ	ጠልቷል	ይጠላ	ይጠላል	ይጥላ	ጥላ	ጠልቶ	መጥላት	ጠይ	hate	t
ጣለ	ጥሏል	ይጥል	ይጥላል	ይጣል	ጣል	ጥሎ	መጣል	ጣይ	throw	t
ጠለቀ	ጠልቋል	ይጠልቅ	ይጠልቃል	ይጥለቅ	ጥለቅ	ጠልቆ	መጥለቅ	ጠላቂ	dive	i
ጠለየ 2nd ጠለይህ	ጠልይዋል	ይጠልይ	ይጠልያል	ይጠልይ	ጠልይ	ጠልዮ	መጠለይ	ጠላዪ	pray	i
ጣመ	ጥሟል	ይጥም	ይጥማል	ይጣም		ጥሞ	መጣም		taste pleasant	i
ጦመ	ጡሟል	ይጦም	ይጦማል	ይጡም	ጡም	ጡሞ	መጦም	ጧሚ	fast	i
ጠመመ	ጠሟል	ይጠም	ይጠማል	ይጥመም	ጥመም	ጠሞ	መጥመም	ጠማሚ	be bent	i
ጠመቀ	ጠምቋል	ይጠምቅ	ይጠምቃል	ይጥመቅ	ጥመቅ	ጠምቆ	መጥመቅ	ጠማቂ	wring	t
ጠማው	ጠምቶታል	ይጠማው	ይጠማዋል	ይጥማው		ጠምቶት	መጠማት		be thirsty	i
ጠመዘዘ	ጠምዝዟል	ይጠመዝዝ	ይጠመዝዛል	ይጠምዝዝ	ጠምዝዝ	ጠምዝዞ	መጠምዘዝ	ጠምዛዥ	twist	t
ጠመደ	ጠምዷል	ይጠምድ	ይጠምዳል	ይጥመድ	ጥመድ	ጠምዶ	መጥመድ	ጠማጅ	yoke	t
ጠመጠመ	ጠምጥሟል	ይጠመጥም	ይጠመጥማል	ይጠምጥም	ጠምጥም	ጠምጥሞ	መጠምጠም	ጠምጣሚ	wind	t
ጠራ	ጠርቷል	ይጠራ	ይጠራል	ይጥራ	ጥራ	ጠርቶ	መጥራት	(a) ጠሪ	(a) call,(b) be pure	i
ጠረበ	ጠርቧል	ይጠርብ	ይጠርባል	ይጥረብ	ጥረብ	ጠርቦ	መጥረብ	ጠራቢ	hew	t
ጠረገ	ጠርጓል	ይጠርግ	ይጠርጋል	ይጥረግ	ጥረግ	ጠርጎ	መጥረግ	ጠራጊ	clean	t
ጠረጠረ	ጠርጥሯል	ይጠረጥር	ይጠረጥራል	ይጠርጥር	ጠርጥር	ጠርጥሮ	መጠርጠር	ጠርጣሪ	doubt	t
ጤሰ	ጢሷል ጤሷል	ይጤስ	ይጤሳል	ይጢስ	ጢስ	ጢሶ ጤሶ	መጤስ	ጢያሽ	smoke,be enraged	i
ጠቀለለ	ጠቅልሏል  ጠቅሏል	ይጠቀልል	ይጠቀልላል	ይጠቅልል	ጠቅልል	ጠቅልሎ	መጠቅለል	ጠቅላይ	roll up	t
ጠቀመ	ጠቅሟል	ይጠቅም	ይጠቅማል	ይጥቀም	ጥቀም	ጠቅሞ	መጥቀም	ጠቃሚ	be useful,sew	i,t
ጠቆመ	ጠቁሟል	ይጠቁም	ይጠቁማል	ይጠቁም	ጠቁም	ጠቁሞ	መጠቆም	ጠቋሚ	betray	t
ጠቀሰ	ጠቅሷል	ይጠቅስ	ይጠቅሳል	ይጥቀስ	ጥቀስ	ጠቅሶ	መጥቀስ	ጠቃሽ	beckon	i
ጠባ	ጠብቷል	ይጠባ	ይጠባል	ይጥባ	ጥባ	ጠብቶ	መጥባት	ጠቢ	suck,dawn	t,i
ጠበሰ	ጠብሷል	ይጠብስ	ይጠብሳል	ይጥበስ	ጥበስ	ጠብሶ	መጥበስ	ጠባሽ	grill	t
ጠበቀ	ጠብቋል	ይጠብቅ	ይጠብቃል	ይጥበቅ		ጠብቆ	መጥበቅ	ጠባቂ	be tied tight	i
ጠበቀ	ጠብቋል	ይጠብቅ	ይጠብቃል	ይጠብቅ	ጠብቅ	ጠብቆ	መጠበቅ	ጠባቂ	guard	t
ጠበበ	ጠቧል	ይጠብ	ይጠባል	ይጥበብ		ጠቦ	መጥበብ	ጠባቢ	be narrow	i
ጠነቆለ	ጠንቁሏል	ይጠነቁል	ይጠነቁላል	ይጠንቁል	ጠንቁል	ጠንቁሎ	መጠንቆል	ጠንቋይ	prick	t
ጠየቀ	ጠይቋል	ይጠይቅ	ይጠይቃል	ይጠይቅ	ጠይቅ	ጠይቆ	መጠየቅ	ጠያቂ	ask	t
ጣደ	ጥዷል	ይጥድ	ይጥዳል	ይጣድ	ጣድ	ጥዶ	መጣድ	ጣጅ	bake	t
ጠገበ	ጠግቧል	ይጠግብ	ይጠግባል	ይጥገብ	ጥገብ	ጠግቦ	መጥገብ	ጠጋቢ	have enough (food,etc.)	i
ጠጣ	ጠጥቷል	ይጠጣ	ይጠጣል	ይጠጣ	ጠጣ	ጠጥቶ	መጠጣት	ጠጭ	drink	t
ጠፋ	ጠፍቷል	ይጠፋ	ይጠፋል	ይጥፋ		ጠፍቶ	መጥፋት	ጠፊ	be extinguished	p
ጣፈ	ጥፏል	ይጥፍ	ይጥፋል	ይጣፍ	ጣፍ	ጥፎ	መጣፍ	ጣፊ	write	t
ጣፈጠ	ጣፍጧል	ይጣፍጥ	ይጣፍጣል	ይጣፍጥ	ጣፍጥ	ጣፍጦ	መጣፈጥ	ጣፋጭ	be sweet	i
ጨለመ	ጨልሟል	ይጨልም	ይጨልማል	ይጨልም		ጨልሞ	መጨለም		be dark	i
ጨመረ	ጨምሯል	ይጨምር	ይጨምራል	ይጨምር	ጨምር	ጨምሮ	መጨመር	ጨማሪ	increase	t
ጨረሰ	ጨርሷል	ይጨርስ	ይጨርሳል	ይጨርስ	ጨርስ	ጨርሶ	መጨረስ	ጨራሽ	finish	t
ጨቆነ	ጨቁኗል	ይጨቁን	ይጨቁናል	ይጨቁን	ጨቁን	ጨቁኖ	መጨቆን	ጨቋኝ	press	t
ጫነ	ጭኗል	ይጭን	ይጭናል	ይጫን	ጫን	ጭኖ	መጫን	ጫኝ (-ኚ)	saddle	t
ጮኸ	ጩዃል	ይጮኽ	ይጮኻል	ይጩኽ	ጩኽ	ጩኾ	መጮኽ	ጯኺ	shout	i
ጻፈ	ጽፏል	ይጽፍ	ይጽፋል	ይጻፍ	ጻፍ	ጽፎ	መጻፍ	ጻፊ	write	t
ፈላ	ፈልቷል	ይፈላ	ይፈላል	ይፍላ	ፍላ	ፈልቶ	መፍላት	ፈይ	boil	i
ፈላለገ	ፈላልጓል	ይፈላልግ	ይፈላልጋል	ይፈላልግ	ፈላልግ	ፈላልጎ	መፈላለግ	ፈላላጊ	make a slight search for	t
ፈለገ	ፈልጓል	ይፈልግ	ይፈልጋል	ይፈልግ	ፈልግ	ፈልጎ	መፈለግ	ፈላጊ	seek	t
ፈራ	ፈርቷል	ይፈራ	ይፈራል	ይፍራ	ፍራ	ፈርቶ	መፍራት	ፈሪ	fear	t
ፈረሰ	ፈርሷል	ይፈርስ	ይፈርሳል	ይፍረስ		ፈርሶ	መፍረስ	ፈራሽ	be ruined	i
ፈረደ	ፈርዷል	ይፈርድ	ይፈርዳል	ይፍረድ	ፍረድ	ፈርዶ	መፍረድ	ፈራጅ	judge	i
ፈሰሰ	ፈሷል	ይፈስ	ይፈሳል	ይፍሰስ		ፈሶ	መፍሰስ	ፈሳሽ	leak	i
ፋቀ	ፍቋል	ይፍቅ	ይፍቃል	ይፋቅ	ፋቅ	ፍቆ	መፋቅ	ፋቂ	scrape	t
ፈቀደ	ፈቅዷል	ይፈቅድ	ይፈቅዳል	ይፍቀድ	ፍቀድ	ፈቅዶ	መፍቀድ	ፈቃጅ	allow	t
ፈታ	ፈትቷል	ይፈታ	ይፈታል	ይፍታ	ፍታ	ፈትቶ	መፍታት	ፈች	untie	t
ፈተነ	ፈትኗል	ይፈትን	ይፈትናል	ይፈትን	ፈትን	ፈትኖ	መፈተን	ፈታኝ	test	t
ፈነቀለ	ፈንቅሏል	ይፈነቅል	ይፈነቅላል	ይፈንቅል	ፈንቅል	ፈንቅሎ	መፈንቀል	ፈንቃይ	move	t
ፈነዳ	ፈንድቷል	ይፈነዳ	ይፈነዳል	ይፈንዳ		ፈንድቶ	መፈንዳት	ፈንጅ	burst	i
ፈከረ	ፈክሯል	ይፈክር	ይፈክራል	ይፈክር	ፈክር	ፈክሮ	መፈከር	ፈካሪ	boast	i
ፈወሰ	ፈውሷል	ይፈውስ	ይፈውሳል	ይፈውስ	ፈውስ	ፈውሶ	መፈወስ	ፈዋሽ	cure	t
ፈጅ 2nd -ጀህ	ፈጅቷል	ይፈጅ	ይፈጃል	ይፍጅ	ፍጅ	ፈጅቶ	መፍጀት	ፈጅ	destroy	t
ፈጃጀ 2nd -ጀህ	ፈጃጅቷል	ይፈጃጅ	ይፈጃጃል	ይፈጃጅ	ፈጃጅ	ፈጃጅቶ	መፈጃጀት	ፈጃጅ	destroy utterly	t
ፈገፈገ	ፈግፍጓል	ይፈገፍግ	ይፈገፍጋል	ይፈግፍግ	ፈግፍግ	ፈግፍጎ	መፈግፈግ	ፈግፋጊ	rub	t
ፈጠነ	ፈጥኗል	ይፈጥን	ይፈጥናል	ይፍጠን	ፍጠን	ፈጥኖ	መፍጠን	ፈጣኝ	hasten	i
ፈጨ 2nd -ጨህ	ፈጭቷል	ይፈጭ	ይፈጫል	ይፍጭ	ፍጭ	ፈጭቶ	መፍጨት	ፈጭ	grind	t
ለፈለፈ	ለፍልፏል	ይለፈልፍ	ይለፈልፋል	ይለፍልፍ	ለፍልፍ	ለፍልፎ	መለፍለፍ	ለፍላፊ	chatter	i
ሟሟ	ሟምቷል	ይሟሟ	ይሟሟል	ይሟሟ		ሟምቶ	መሟሟት	ሟሚ	dissolve	i
መከተ	መክቷል	ይመክት	ይመክታል	ይመክት	መክት	መክቶ	መመከት	መካች	defend	i
ሟጨ 2nd ሟጨህ	ሟጭቷል	ይሟጭ	ይሟጫል	ይሟጭ	ሟጭ	ሟጭቶ	መሟጨት		scour	t
ረበረበ	ረብርቧል	ይረበርብ	ይረበርባል	ይረብርብ	ረብርብ	ረብርቦ	መረብረብ	ረብራቢ	sprinkle	t
[እ]ረጨ 2nd-ጨህ	[እ]ረጭቷል	ይረጭ	ይረጫል	ይርጭ	[እ]ርጭ	[እ]ረጭቶ	መርጨት	[እ]ረጭ(-ጪ)	sprinkle	t
ሰለበ	ሰልቧል	ይሰልብ	ይሰልባል	ይስለብ	ስለብ	ሰልቦ	መስለብ	ሰላቢ	castrate	t
ሰቀሰቀ	ሰቅስቋል	ይሰቅስቅ	ይሰቀስቃል	ይሰቅስቅ	ሰቅስቅ	ሰቅስቆ	መሰቅሰቅ	ሰቅሳቂ	pick	t
ሾለከ	ሾልኳል	ይሾልክ	ይሾልካል	ይሹለክ	ሹለክ	ሾልኮ	መሹለክ	ሾላኪ	pass through	i
ሻረ	ሽሯል	ይሽር	ይሽራል	ይሻር	ሻር	ሽሮ	መሻር	ሻሪ	heal,abolish	i,t
ቀለጠፈ	ቀልጥፏል	ይቀለጥፍ	ይቀለጥፋል	ይቀልጥፍ	ቀልጥፍ	ቀልጥፎ	መቀልጠፍ	ቀልጣፊ	hasten	i
ቈረቈረ	ቈርቍሯል	ይቈረቍር	ይቈቆረቍራል			ቈርቍሮ	መቈርቈር	ቈርቋሪ	trouble	t
ቀረቀበ	ቀርቅቧል	ይቀረቅብ	ይቀረቀባል	ይቀርቅብ	ቀርቅብ	ቀርቅቦ	መቀርቀብ		tie into loads	t
ቈረበ	ቈርቧል	ይቈርብ	ይቈርባል	ይቍረብ	ቍረብ	ቈርቦ	መቍረብ	ቈራቢ	communicate	i
ቈረጠመ	ቈርጥሟል	ይቈረጥም	ይቈረጥማል	ይቈርጥም	ቈርጥም	ቈርጥሞ	መቈርጠም	ቈርጣሚ	chew	t
ቀጠጠ	ቀጧል	ይቀጥ	ይቀጣል	ይቅጠጥ	ቅጠጥ	ቀጦ	መቅጠጥ	ቀጣጭ	clip	t
ቦካ	ቦክቷል	ይቦካ	ይቦካል	ይቡካ		ቦክቶ	መቡካት	ቦኪ	ferment	i
በዳ	በድቷል	ይበዳ	ይበዳል	ይብዳ	ብዳ	በድቶ	መብዳት	በጅ (-ጂ)	copulate (of the male)	t
በጠሰ	በጥሷል	ይበጥስ	ይበጥሳል	ይበጥስ	በጥስ	በጥሶ	መበጠስ	በጣሽ	tear	t
ታለመ	ታልሟል	ይታለም	ይታለማል			ታልሞ	መታለም		dreamed,be	p
ተለመጠ	ተለምጧል	ይለመጥ	ይለመጣል	ይለመጥ		ተለምጦ	መለመጥ	ተለማጭ	be stropped	p
ተለበሰ	ተለብሷል	ይለበስ	ይለበሳል	ይለበስ		ተለብሶ	መለበስ	ተለባሽ	be worn	p
ታማ	ታምቷል	ይታማ	ይታማል	ይታማ		ታምቶ	መታማት	ታሚ	be slandered	p
ተሟጨ 2nd -ጨህ	ተሟጭቷል	ይሟጭ	ይሟጫል	ይሟጭ		ተሟጭቶ	መሟጨት	ተሟጪ	be scoured	p
ተረበረበ	ተረብርቧል	ይረበረብ	ይረበረባል	ይረብረብ		ተረብርቦ	መረብረብ		be sprinkled	p
ተረከበ	ተረክቧል	ይረከብ	ይረከባል	ይረከብ	ተረከብ	ተረክቦ	መረከብ	ተረካቢ	take over	t
ተረዳ	ተረድቷል	ይረዳ	ይረዳል	ይረዳ		ተረድቶ	መረዳት	ተረጅ	be persuaded	p
ተረጨ 2nd-ጨህ	ተረጭቷል	ይረጭ	ይረጫል	ይረጭ	ተረጭ	ተረጭቶ	መረጨት		be sprinkled	p
ተሰለበ	ተሰልቧል	ይሰለብ	ይሰለባል	ይሰለብ		ተሰልቦ	መሰለብ	ተሰላቢ	be castrated	p
ተሳመ	ተስሟል	ይሳም	ይሳማል	ይሳም		ተስሞ	መሳም		be kissed	p
ተሰጣጡ	ተሰጣጥተዋል	ይሰጣጡ	ይሰጣጣሉ	ይሰጣጡ	ተሰጣጡ	ተሰጣጥተው	መሰጣጠት		give each other	t
ተሻረ	ተሽሯል	ይሻር	ይሻራል	ይሻር		ተሽሮ	መሻር		be abolished	p
ተቆረቆረ	ተቆርቁሯል	ይቆረቆር	ይቆረቆራል			ተቆርቁሮ	መቆርቆር	ተቆርቋሪ	be troubled	p
ተቀረቀበ	ተቀርቅቧል	ይቀረቀብ	ይቀረቀባል	ይቀርቀብ		ተቀርቅቦ	መቀርቀብ		be tied into loads	p
ተቆረጠመ	ተቆርጥሟል	ይቆረጠም	ይቆረጠማል	ይቆርጠም		ተቆርጥሞ	መቆርጠም	ተቆርጣሚ	be chewed	p
ተቀባበሉ	ተቀባብለዋል	ይቀባበሉ	ይቀባበላሉ	ይቀባበሉ	ተቀባበሉ	ተቀባብለው	መቀባበል	ተቀባባይ	receive from each other	t
ተቆያዩ	ተቆያይተዋል	ይቆያዩ	ይቆያያሉ	ይቆያዩ	ተቆያዩ	ተቆያይተው	መቆያየት		await each other	recip
ተቋጠረ	ተቋጥሯል	ይቋጠር	ይቋጠራል	ይቋጠር		ተቋጥሮ	መቋጠር	ተቋጣሪ	be knotted	p
ተቀጠጠ	ተቀጧል	ይቀጠጥ	ይቀጠጣል	ይቀጠጥ		ተቀጦ	መቀጠጥ	ተቀጣጭ	be clipped	p
ተባባሉ	ተባብለዋል	ይባባሉ	ይባባላሉ	ይባባሉ	ተባባሉ	ተባብለው	መባባል	ተባባይ	say to each other	t
ተበዳች	ተበድታለች	ትበዳ	ትበዳለች	ትበዳ		ተበድታ	መበዳት		copulate (of the female)	p
ተበጠሰ	ተበጥሷል	ይበጠስ	ይበጠሳል	ይበጠስ		ተበጥሶ	መበጠስ	ተበጣሽ	be torn	p
ተተካ	ተተክቷል	ይተካ	ይተካል	ይተካ		ተተክቶ	መተካት		be substituted	p
ተተፋ	ተተፍቷል	ይተፋ	ይተፋል	ይተፋ		ተተፍቶ	መተፋት		be vomited	p
ተነሰነሰ	ተነስንሷል	ይነሰነስ	ይነሰነሳል	ይነስነስ		ተነስንሶ	መነስነስ		be sprinkled	p
ተነቀለ	ተነቅሏል	ይነቀል	ይነቀላል	ይነቀል		ተነቅሎ	መነቀል	ተነቃይ	be uprooted	p
ተነባ	ተነብቷል	ይነባ	ይነባል	ይነባ	ተነባ	ተነብቶ	መነባት		prophecy	t
ተነባበረ	ተነባብሯል	ይነባበር	ይነባበራል	ይነባበር	ተነባበሩ	ተነባብሮ	መነባበር	ተነባባሪ	be piled up,stand close together	i
ተነዘረ	ተነዝሯል	ይነዘር	ይነዘራል	ይነዘር		ተነዝሮ	መነዘር		be spun	p
ተንጠራራ	ተንጠራርቷል	ይንጠራራ	ይንጠራራል	ይንጠራራ	ተንጠራራ	ተንጠራርቶ	መንጠራራት		stretch oneself	r 
ተካ 	ተክቷል	ይተካ	ይተካል	ይተካ	ተካ	ተክቶ	መተካት		substitute	t
ተካሰ	ተክሷል	ይካስ	ይካሳል	ይካስ		ተክሶ	መካስ	ተካሽ	be paid(as fine)	p
ተኳተ	ተኩቷል	ይኳት	ይኳታል	ይኳት		ተኩቶ	መኳት		be dug	p
ተከፈከ	ተከፍክፏል	ይከፈከፍ	ይከፈከፋል	ይከፍከፍ		ተከፍክፎ	መከፍከፍ	ተከፍካፊ	be sprinkled	p
ተወቃ	ተወቅቷል	ይወቃ	ይወቃል	ይወቃ		ተወቅቶ	መወቃት	ተወቂ	be threshed	p
ተዘረጋ	ተዘርግቷል	ይዘረጋ	ይዘረጋል	ይዘርጋ		ተዘርግቶ	መዘርጋት	ተዘርጊ	be stretched	p
ተያዩ	ተያይተዋል	ይተያዩ	ይተያያሉ	ይተያዩ	ተያዩ	ተያይተው	መተያየት		see each other	recip
ተደበቀ	ተደብቋል	ይደበቅ	ይደበቃል	ይደበቅ	ተደበቅ	ተደብቆ	መደበቅ	ተደባቂ	be hidden	p
ተደበደበ	ተደብድቧል	ይደበደብ	ይደበደባል	ይደብደብ		ተደብድቦ	መደብደብ		be massacred	p
ተደገነ	ተደግኗል	ይደገን	ይደገናል	ይደገን		ተደግኖ	መደገን		be aimed	p
ተደፋ	ተደፍቷል	ይደፋ	ይደፋል	ይደፋ	ተደፋ	ተደፍቶ	መደፋት	ተደፊ	be turned down	p
ተደፈነ	ተደፍኗል	ይደፈን	ይደፈናል	ይደፈን		ተደፍኖ	መደፈን	ተደፋኝ	be closed up	p
ታጐለ	ታጉሏል	ይታጐል	ይታጐላል	ይታጐል		ታጉሎ	መታጐል		be interrupted	p
ተገለጠ	ተገልጧል	ይገለጥ	ይገለጣል	ይገለጥ		ተገልጦ	መገለጥ	ተገላጭ	be disclosed	p
ታገመ	ታግሟል	ይታገም	ይታገማል	ይታገም	ታገም	ታግሞ	መታገም		be cupped	p
ተገረዘ	ተገርዟል	ይገረዝ	ይገረዛል	ይገረዝ		ተገርዞ	መገረዝ	ተገራዥ	be circumcised	p
ተጐረጐረ	ተጐርጉሯል	ይጐረጐር	ይጐረጐራል	ይጐርጐር		ተጐርጉሮ	መጐርጐር	ተጐርጓሪ	be inspected	p
ተጓሰመ	ተጓስሟል	ይጓሰም	ይጓሰማል	ይጓሰም	ተጓስም	ተጓስሞ	መጓሰም	ተጓሳሚ	stretch oneself	r
ተጐተተ	ተጐትቷል	ይጐተት	ይጐተታል	ይጐተት	ተጐተት	ተጐትቶ	መጐተት	ተጎታች	be dragged	p
ታገዘ	ታግዟል	ይታገዝ	ይታገዛል	ይታገዝ		ታግዞ	መታገዝ	ታጋዥ	be helped	p
ተገዘተ	ተገዝቷል	ይገዘት	ይገዘታል	ይገዘት	ተገዘት	ተገዝቶ	መገዘት	ተገዛች	be excommunicated	p
ተገደፈ	ተገድፏል	ይገደፍ	ይገደፋል	ይገደፍ		ተገድፎ	መገደፍ		end(of a fast),be inaccurate	i
ተጠለፈ	ተጠልፏል	ይጠለፍ	ይጠለፋል	ይጠለፍ		ተጠልፎ	መጠለፍ		be embroidered	p
ተጠባ	ተጠብቷል	ይጠባ	ይጠባል	ይጠባ		ተጠብቶ	መጠባት		be sucked	p
ተጨነቀ	ተጨንቋል	ይጨነቅ	ይጨነቃል			ተጨንቆ	መጨነቅ		be distressed	i
ተጯጯኹ	ተጯጩኸዋል	ይጯጯኹ	ይጯጯኻሉ	ይጯጯኹ	ተጯጯኹ	ተጯጩኸው	መጯጯኽ	ተጯጯኺ	cry to each other	recip
ተፋ	ተፍቷል	ይተፋ	ይተፋል	ይትፋ	ትፋ	ተፍቶ	መትፋት	ተፊ	vomit	t
ተፈለፈለ	ተፈልፍሏል	ይፈለፈል	ይፈለፈላል	ይፈልፈል		ተፈልፍሎ	መፈልፈል	ተፈልፋይ	be scooped	p
ተፈራረቀ	ተፈራርቋል	ይፈራረቅ	ይፈራረቃል	ይፈራረቅ		ተፈራርቆ	መፈራረቅ	ተፈራራቂ	alternate	i
ተፈቃቀሩ	ተፈቃቅረዋል	ይፈቃቀሩ	ይፈቃቀራሉ	ይፈቃቀሩ	ተፈቃቀሩ	ተፈቃቅረው	መፈቃቀር	ተፈቃቃሮች	love each other	recip
ተፈተለ	ተፈትሏል	ይፈተል	ይፈተላል	ይፈተል		ተፈትሎ	መፈተል	ተፈታይ	be woven	p
ነሰነሰ	ነስንሷል	ይነሰንስ	ይነሰንሳል	ይነስንስ	ነስንስ	ነስንሶ	መነስነስ	ነስናሽ	sprinkle	t
ነዘነዘ	ነዝንዟል	ይነዘንዝ	ይነዘንዛል	ይነዝንዝ	ነዝንዝ	ነዝንዞ	መነዝነዝ	ነዝናዥ	pester	t
አለመ	አልሟል	ያልም	ያልማል			አልሞ	ማለም	አላሚ	dream	t
አረከበ	አረክቧል	ያረክብ	ያረክባል	ያረክብ	አረክብ	አረክቦ	ማረከብ	አረካቢ	hand over	t
አረገበ	አርግቧል	ያረግብ	ያረግባል	ያርግብ	አርግብ	አርግቦ	ማርገብ	አርጋቢ	loosen	t
አረገበ	አረግቧል	ያረግብ	ያረግባል	ያረግብ	አረግብ	አረግቦ	ማረገብ	አረጋቢ	loosen	t
አረገዘች	አርግዛለች	ታረግዝ	ታረግዛለች	ታርግዝ	አርግዥ	አርግዛ	ማርገዝ	አርጋዥ	be pregnant	i
አስለቀቀ	አስለቅቋል	ያስለቅቅ	ያስለቅቃል	ያስለቅቅ	አስለቅቅ	አስለቅቆ	ማስለቀቅ	አስለቃቂ	cause to give up	t
አስረከበ	አስረክቧል	ያስረክብ	ያስረክባል	ያስረክብ	አስረክብ	አስረክቦ	ማስረከብ	አስረካቢ	hand over	t
አስረዳ	አስረድቷል	ያስረዳ	ያስረዳል	ያስረዳ	አስረዳ	አስረድቶ	ማስረዳት	አስረጅ(-ጂ)	persuade	t
አስቆየ 2nd -የህ	አስቆይቷል	ያስቆይ	ያስቆያል	ያስቆይ	አስቆይ	አስቆይቶ	ማስቆየት		cause to wait	t
አስቆጣ	አስቆጥቷል	ያስቆጣ	ያስቆጣል	ያስቆጣ	አስቆጣ	አስቆጥቶ	ማስቆጣት	አስቆጭ(-ጪ)	annoy	t
አሳተመ	አሳትሟል	ያሳትም	ያሳትማል	ያሳትም	አሳትም	አሳትሞ	ማሳተም	አሳታሚ	cause to seal	t
አስተፋ	አስተፍቷል	ያስተፋ	ያስተፋል	ያስተፋ	አስተፋ	አስተፍቶ	ማስተፋት	አስተፊ	cause to vomit	t
አሳነሰ	አሳንሷል	ያሳንስ	ያሳንሳል	ያሳንስ	አሳንስ	አሳንሶ	ማሳነስ	አሳናሽ	lessen	t
አሳከከ	አሳክኳል	ያሳክክ	ያሳክካል	ያሳክክ	አሳክክ	አስክኮ	ማሳከክ	አሳካኪ	cause to scratch	t
አስወረደ	አስወርዷል	ያስወርድ	ያስወርዳል	ያስወርድ	አስወርድ	አስወርዶ	ማስወረድ	አስወራጅ	cause to descend	t
አስወጣ	አስወጥቷል	ያስወጣ	ያስወጣል	ያስወጣ	አስወጣ	አስወጥቶ	ማስወጣት	አስወጭ	cause to come out	t
አስደበቀ	አስደብቋል	ያስደብቅ	ያስደብቃል	ያስደብቅ	አስደብቅ	አስደብቆ	ማስደበቅ	አስደባቂ	cause to hide	t
አስደበደበ	አስደብድቧል	ያስደበድብ	ያስደበድባል	ያስደብድብ	አስደብድብ	አስደብድቦ	ማስደብደብ	አስደብዳቢ	cause to kill	t
አስደነገጠ	አስደንግጧል	ያስደንግጥ	ያስደነግጣል	ያስደንግጥ	አስደንግጥ	አስደንገጦ	ማስደንገጥ	አስደንጋጭ	startle	t
አሳደፈ	አሳድፏል	ያሳድፍ	ያሳድፋል	ያሳድፍ	አሳድፍ	አሳድፎ	ማሳደፍ	አሳዳፊ	soil	t
አስገባ	አስገብቷል	ያስገባ	ያስገባል	ያስገባ	አስገባ	አስገብቶ	ማስገባት	አስገቢ	cause to enter  	t
አሶጣ =አስወጣ									etc.,-ሶ-for-ስወ-throughout	conjug.
አሳጠረ	አሳጥሯል	ያሳጥር	ያሳጥራል	ያሳጥር	አሳጥር	አሳጥሮ	ማሳጠር	አሳጣሪ	shorten	t
አስጠራ	አስጠርቷል	ያስጠራ	ያስጠራል	ያስጠራ	አስጥራ	አስጠርቶ	ማስጠራት	አስጠሪ	cause to call	t
አስጫነ	አስጭኗል	ያስጭን	ያስጭናል	ያስጭን  S.ያስጫን	አስጭን S. አስጫን	አስጭኖ	ማስጫን	አስጫኝ (-ኚ-)	cause to saddle	t
አቀለጠፈ	አቀልጥፏል	ያቀለጥፍ	ያቀለጥፋል	ያቀልጥፍ	አቀልጥፍ	አቀልጥፎ	ማቀልጠፍ	አቀልጣፊ	cause to hasten	t
አቃጠረ	አቃጥሯል	ያቃጥር	ያቃጥራል	ያቃጥር	አቃጥር	አቃጥሮ	ማቃጠር	አቃጣሪ	procure for hire	t
አበዛ	አብዝቷል	ያበዛ	ያበዛል	ያብዛ	አብዛ	አብዝቶ	ማብዛት	አብዢ	increase	t
አነዘረ	አንዝሯል	ያነዝር	ያነዝራል	ያንዝር	አንዝር	አንዝሮ	ማንዘር	አንዛሪ	spin	t
አንጠራራ	አንጠራርቷል	ይአንጠራራ	ያንጠራራል	ያንጠራራ	አንጠራራ	አንጠራርቶ	ማንጠራራት		stretch	t
አንፏጨ 2nd -ጨህ	አንፏጭቷል	ያንፏጭ	ያንፏጫል	ያንፏጭ	አንፏጭ	አንፏጭቶ	ማንፏጨት	አንፏጪ	whistle	i
አዋለደች	አዋልዳለች	ታዋልድ	ታዋልዳለች	ታዋልድ	አዋልጅ	አዋልዳ	ማዋለድ	አዋላጅ	act as midwife to	t
አወረረ	አውሯል	ያወር	ያወራል	ያውር	አውር	አውሮ	ማውረር	አውራሪ	start on a raid	i
አዘመተ	አዝምቷል	ያዘምት	ያዘምታል	ያዝምት	አዝምት	አዝምቶ	ማዝመት	አዝማች	take to war	t
አዘመተ	አዘምቷል	ያዘምት	ያዘምታል	ያዘምት	አዘምት	አዘምቶ	ማዘመት	አዘማች	send to war	t
አዛገ	አዝጓል	ያዝግ	ያዝጋል	ያዝግ		አዝጎ	ማዛግ	አዛጊ	rust	t
አደረሰ	አድርሷል	ያደርስ	ያደርሳል	ያድርስ	አድርስ	አድርሶ	ማድረስ	አድራሽ	cause to arrive	t
አደረቀ	አድርቋል	ያደርቅ	ያደርቃል	ያድርቅ	አድርቅ	አድርቆ	ማድረቅ	አድራቂ	dry	t
