# Simple Perfect	Compound Imperfect	Gerund	Contingent	Infinitive	Participle	Gloss	Other Verb Forms	Theoretical Root	Equivalence	Part of Speech	Verb Class
ሸመቀቀ	ይሸመቅቃል	ሽምቅቆ	ይሸምቅቅ	መሸምቀቅ	ሸምቃቂ	have a cramp	ተ			imp.	9
ሸመተ	ይሸምታል	ሸምቶ	ይሸምት	መሸመት	ሸማች	buy grain	ተ	ሸመ፟ተ		t	2
ሸመደደ	ይሸመድዳል	ሸምድዶ	ይሸምድድ	መሸምደድ	ሸምዳጅ	cram, learn hurriedly	አስ			t	9
ሸመገለ	ይሸመግላል	ሸምግሎ	ይሸምግል	መሸምገል	ሽማግሌ	grow old (person)	አ			i	9
ሸመጠጠ	ይሸመጥጣል	ሸምጥጦ	ይሸምጥጥ	መሸምጠጥ	ሸምጣጭ	be sarcastic, strip leaves	ተ			t	9
ሸረሸረ	ይሸረሽራል	ሸርሽሮ	ይሸርሽር	መሸርሸር	ሸርሻሪ	erode	ተ			t	9
ሸረፈ	ይሸርፋል	ሸርፎ	ይሽረፍ	መሽረፍ	ሸራፊ	chip, notch	ተ			t	1
ሸሸ	ይሸሻል	ሸሽቶ	ይሽሽ	መሸሽ	ሸሺ	flee from 		ሸሸህ		t	5
ሸሸገ	ይሸሽጋል	ሸሽጎ	ይሸሽግ	መሸሸግ	ሸሻጊ	hide	ተ	ሸሸ፟ገ		t	2
ሸቀጠ	ይሸቅጣል	ሸቅጦ	ይሽቅጥ	መሸቀጥ	ሸቀጥ	retail, peddle	አስ	ሸቀ፟ጠ		t	2
ሸበለለ	ይሸበልላል	ሸብልሎ	ይሽብልል	መሸብለል	ሸብላይ	curl	ተ			t	9
ሸበሸበ	ይሸበሽባል	ሽብሽቦ	ይሸብሽብ	መሸብሸብ	ሸብሻቢ	plait	ተ			t	9
ሸበተ	ይሸብታል	ሸብቶ	ይሸብት	መሸበት	ሸባች	grow old, moldy	አስ	ሸበ፟ተ		i	2
ሸተተ	ይሸታል	ሸትቶ	ይሽተት	መሽተት	ሸታች	smell	አ			i	1f
ሸነሸነ	ይሸነሽናል	ሸንሽኖ	ይሸንሽን	መሸንሸን	ሸንሻኝ	gather, pleat	ተ			t	9
ሸነገለ	ይሸነግላል	ሸንግሎ	ይሸንግል	መሸንገል	ሸንጋይ	flatter	ተ			t	9
ሸና	ይሸናል	ሸንቶ	ይሽና	መሽናት	ሸኝ	urinate	አስ	ሸናህ	ሸነ, ሽʸን	i	3
ሸና	ይሸናል	ሸንቶ	ይሽና	መሽናት	ሸኒ	urinate		ሸናህ	ሸና		5
ሸና	ይሸናል	ሸንቶ	ይሽና	መሽናት	ሸኚ	urinate		ሸʸና	ሸና/ሰና		8y
ሸኘ	ይሸኛል	ሸኝቶ	ይሸኝ	ማሸኘት	ሸኚ	escort, say farewell	ተ	ሸኘ፟ህ		t	6
ሸከመ	ይሸከማል	ተሸክሞ	ይሸከም	መሸከም	ተሸካሚ	load	ተ	ሸከ፟መ		t	2
ሸከሸከ	ይሸከሽካል	ሸክሽኮ	ይሸክሽክ	መሸክሸክ	ሸክሻኪ	pound (grain)	ተ			t	9
ሸገረ	ይሻገራል	ተሻግሮ	ይሻገር	መሻገር	ተሻጋሪ	cross over	ተ	ሸገ፟ረ		i	2
ሸገጠጠ	ይሸገጥጣል	ሸግጥጦ	ይሸግጥጥ	መሸግጠጥ	ሸግጣጭ	shiver				t	9
ሸጎጠ	ይሸጉጣል	ሸጉጦ	ይሸጉጥ	መሸጎጥ	ሸጓጭ	hide	ተ	ሸጎ፟ጠ		t	2c
ሸጠ	ይሸጣል	ሸጦ	ይሽጥ	መሸጥ	ሻጭ	sell	ተ	ሸʸጠ		t	8y
ሸፈተ	ይሸፍታል	ሸፍቶ	ይሸፍት	መሸፈት	ሽፍታ	revolt	አስ	ሸፈ፟ተ		i	2
ሸፈነ	ይሸፍናል	ሸፍኖ	ይሸፍን	መሸፈን	ሸፋኝ	wrap	ተ	ሸፈ፟ነ		t	2
ሸፈጠ	ይሸፍጣል	ሸፍጦ	ይሸፍጥ	መሸፈጥ	ሸፋጭ	deny, deceive	አስ	ሸፈ፟ጠ		t	2
ሻረ	ይሽራል	ሽሮ	ይሻር	መሻር	ሻሪ	abolish, depose	ተ	ሻህረ		t	7
ሻከረ	ይሻክራል	ሻክሮ	ይሻክር	መሻከር	ሻካሪ	be rough (touch)	አስ	ሻህከረ		t	1h
ሻገተ	ይሻግታል	ሻግቶ	ይሻግት	መሻገት	ሻጋች	be moldy	አ	ሻህገተ		i	1h
ሾለ	ይሾላል	ሾሎ	ይሹል	መሾል	ሿይ	be sharp-pointed	አ			t	8w
ሾለከ	ይሾልካል	ሾልኮ	ይሹለክ	መሹለክ	ሾላኪ	pass through	አ			i	1b
ሾመ	ይሾማል	ሾሞ	ይሹም	መሾም	ሿሚ	appoint	ተ			t	8w
ሾረ	ይሾራል	ሾረ	ይሹር	መሾር	አሿሪ	spin	አስ			i	8w
ሾቀ	ይሾቃል	ሾቆ	ይሹቅ	መሾቅ	ሿቂ	be wet	አ			i	8w
ቀለለ	ይቀልላል	ቀሎ	ይቅለል	መቅለል	ቀላል	feel gloomy				opt. imp.	1f
ቀለመ	ይቀልማል	ቀልሞ	ይቀልም	መቀለም	ቀላሚ	dye				i	1
ቀለበ	ይቀልባል	ቀልቦ	ይቅለብ	መቅለብ	ቀላቢ	catch in midair	ተ			t	1
ቀለበ	ይቀልባል	ቀልቦ	ይቀልብ	መቀለብ	ቀላቢ	offer nourishment	ተ	ቀለ፟በ		t	2
ቀለበሰ	ይቀለብሳል	ቀልብሶ	ይቀልብስ	መቀልበስ	ቀልባሽ	turn down the collar	ተ			t	9
ቀለደ	ይቀልዳል	ቀልዶ	ይቀልድ	መቀለድ	ቀላጅ	joke	አስ	ቀለ፟ደ		i, (takes cog. obj. only)	2
ቀለጠ	ይቀልጣል	ቀልጦ	ይቅለጥ	መቅለጥ	ቀላጭ	disappear	አ			i	1
ቀላ	ይቀላል	ቀልቶ	ይቅላ	መቅላት	ቀይ	be red	አ	ቀላህ		i	3
ቀላቀለ	ይቀላቅላል	ቀላቅሎ	ይቀላቅል	መቀላቀል	ቀላቃይ	mix	ተ	ቀላህቀለ		t	9i
ቀላወጠ	ይቀላውጣል	ቀላውጦ	ይቀላውጥ	መቀላወጥ	ቀላዋጭ	live by parasitism	አስ	ቀላህወጠ		i	9i
ቀመለ	ይቀምላል	ቀምሎ	ይቅመል	መቅመል	ቀማይ	remove lice				i	1
ቀመመ	ይቀምማል	ቀምሞ	ይቀምም	መቀመም	ቀማሚ	mix, season, make spice	ተ	ቀመ፟መ		t	2f
ቀመረ	ይቀምራል	ቀምሮ 	ይቀምር	መቀመር	ቀማሪ	reckon time	ተ			t	1
ቀመሰ	ይቀምሳል	ቀምሶ	ይቅመስ	መቅመስ	ቀማሺ	taste	አ, ተ			t	1
ቀመቀመ	ይቀመቅማል	ቀምቅሞ	ይቀምቅም	መቀምቀም	ቀምቃሚ	hem	ተ			t	9
ቀማ	ይቀማል	ቀምቶ	ይቀማ	መቀማት	ቀሚ	snatch, rob	ተ	ቀማ፟ህ		t	4
ቀረ	ይቀራል	ቀርቶ	ይቅር	መቅረት	ቀሪ	remain, stay behind	አስ	ቀረህ		i	5
ቀረቀረ	ይቀረቅራል	ቀርቅሮ	ይቀርቅር	መቀርቀር	ቀርቃሪ	bolt	ተ			t	9
ቀረበ	ይቀርባል	ቀርቦ	ይቅረብ	መቅረብ	ቀራቢ	appraoch	አ			i	1
ቀረጠ	ይቀርጣል	ቀርጦ	ይቅረጥ	መቅረጥ	ቀራጪ	charge dues	ተ			t	1
ቀረጠፈ	ይቀረጥፋል	ቀርጥፎ	ይቀርጥፍ	መቀርጠፍ	ቀርጣፊ	pinch	ተ			t	9
ቀረጸ	ይቀርጻል	ቀርጾ	ይቅረጽ	መቅረጽ	ቀራጺ	engrave	ተ			t	1
ቀረፈ	ይቀርፋል	ቀርፎ	ይቅረፍ	መቅረፍ	ቀራፊ	peel off bark	ተ			t	1
ቀሰመ	ይቀስማል	ቀስሞ	ይቅሰም	መቅሰም	ቀሳሚ	draw nectar	ተ			t	1
ቀሰሰ	ይቀስሳል	ቀሶ	ይቅሰስ	መቅሰስ	ቀሳሳ	be ordained	አ			i	1f
ቀሰሰ	ይቀስሳል	ቀስሶ	ይቀስስ	መቀሰስ	ቄስ	be a priest	a	ቀሰ፟ሰ		i	2f
ቀሰቀሰ	ይቀሰቅሳል	ቀስቅሶ	ይቀስቅስ	መቀስቀስ	ቀስቃሽ	rouse	ተ			t	9
ቀሰፈ	ይቀስፋል	ቀስፎ	ይቅሰፍ	መቅሰፍ	ቀሳፊ	kill suddenly	ተ			t	1
ቀቀለ	ይቀቅላል	ቀቅሎ	ይቀቅል	መቀቀል	ቀቃይ	cook, boil	ተ	ቀቀ፟ለ		t	2
ቀበረ	ይቀብራል	ቀብሮ	ይቅበር	መቅበር	ቀባሪ	bury	ተ			t	1
ቀበቀበ	ይቀበቅባል	ቀብቅቦ	ይቀብቅብ	መቀብቀብ	ቀብቃቢ	knock on door	ተ			t	9
ቀበጠ	ይቀብጣል	ቀብጦ	ይቅበጥ	መቅበጥ	ቀባጭ	play the fool	አ			i	1
ቀባ	ይቀባል	ቀብቶ	ይቀባ	መቀባት	ቀቢ	paint, anoint	ተ	ቀባ፟ህ		t	4
ቀባዥረ	ይቀባዥራል	ቀባዥሮ	ይቀባዥር	መቀባዠር	ቀባዣሪ	be delirious	አስ	ቀባህዥረ		i	9i
ቀባጠረ	ይቀባጥራል	ቀባጥሮ	ይቀባጥር	መቀባጠር	ቀባጣሪ	bluster	አስ	ቀባህጠረ		i	9i
ቀነሰ	ይቀንሳል	ቀንሶ	ይቀንስ	መቀነስ	ቀናሽ	reduce, subtract	ተ	ቀነ፟ሰ		t	2
ቀነተ	ይቀንታል	ቀንቶ	ይቀንት	መቀነት	ቀናች	put on girths	ተ	ቀነ፟ተ		t	2
ቀነጠሰ	ይቀነጥሳል	ቀንጥሶ	ይቀንጥስ	መቀንጠስ	ቀንጣሽ	destring (beans)	ተ			t	9
ቀነጠበ	ይቀነጥባል	ቀንጥቦ	ይቀንጥብ	መቀንጠብ	ቀንጣቢ	cut off	ተ			t	9
ቀና	ይቀናል	ቀንቶ	ይቅና	መቅናት	ቅናተኛ	succeed, be straight, be jealous	አ	ቀናህ		i	3
ቀወለለ	ይንቀዋለላል	ተንቀዋሎ	ይንቀዋለል	መንቀዋለል	ተቀዋላይ	wander	ተን			i	9
ቀዘቀዘ	ይቀዘቅዛል	ቀዝቅዞ	ይቀዝቅዝ	መቀዝቀዝ	ቀዝቃዛ	be cold	አ			i	9
ቀዘነ	ይቀዝናል	ቀዝኖ	ይቅዘን	መቅዘን	ቀዛኝ	have diarrhea	አስ			i	1
ቀዘፈ	ይቀዝፋል	ቀዝፎ	ይቅዘፍ	መቅዘፍ	ቀዛፊ	row	ተ			t	1
ቀየረ	ይቀይራል	ቀይሮ	ይቀይር	መቀየር	ቀያሪ	change	ተ	ቀየ፟ረ		t	2
ቀየሰ	ይቀይሳል	ቀይሶ	ይቀይስ	መቀየስ	ቀያሽ	measure land	ተ	ቀየ፟ሰ		t	2
ቀየደ	ይቀይዳል	ቀይዶ	ይቀይድ	መቀየድ	ቀያጅ	tie, hobble	ተ	ቀየ፟ደ		t	2
ቀየጠ	ይቀይጣል	ቀይጦ	ይቀይጥ	መቀየጥ	ቀያጭ	blend	ተ	ቀየ፟ጠ		t	2
ቀደመ	ይቀድማል	ቀድሞ	ይቅደም	መቅደም	ቀዳሚ	precede	ተ			t	1
ቀደሰ	ይቀድሳል	ቀድሶ	ይቀድስ	መቀደስ	ቀዳሽ	praise	ተ	ቀደ፟ሰ		i	2
ቀደደ	ይቀድዳል	ቀዶ	ይቅደድ	መቅደድ	ቀዳዳ	tear	ተ			t	1f
ቀዳ	ይቀዳል	ቀድቶ	ይቅዳ	መቅዳት	ቀጂ	copy, pour, draw water	ተ	ቀዳህ		t	3
ቀጠለ	ይቀጥላል	ቀጥሎ	ይቀጥል	መቀጠል	ቀጣይ	connect, add	ተ	ቀጠ፟ለ		t	2
ቀጠረ	ይቀጥራል	ቀጥሮ	ይቅጠር	መቅጠር	ቀጣሪ	hire	ተ			t	1
ቀጠቀጠ	ይቀጠቅጣል	ቀጥቅጦ	ይቀጥቅጥ	መቀጥቀጥ	ቀጥቃጭ	stone, pound	ተ			t	9
ቀጠነ	ይቀጥናል	ቀጥኖ	ይቅጠን	መቅጠን	ቀጭን	be thin	አ			i	1
ቀጠጠ	ይቀጥጣል	ቀጦ	ይቅጠጥ	መቅጠጥ	ቀጣጣ	clip	ተ			t	1f
ቀጠፈ	ይቀጥፋል	ቀጥፎ	ይቅጠፍ	መቅጠፍ	ቀጣፊ	pluck; lie	ተ			t	1
ቀጣ	ይቀጣል	ቀጥቶ	ይቅጣ	መቅጣት	ቀጪ	fine, punish	ተ	ቀጣህ		t	3
ቀጨ	ይቀጫል	ቀጭቶ	ይቅጭ	መቀጨት	ቅጭት	cut (down)	ተ	ቀጨህ		t	5
ቀጨቀጨ	ይንቀጨቀጫል	ተንቀጭቅጮ	ይንቀጭቀጭ	መንቀጭቀጭ	ቀጨቀጭ	break with teeth	ተ			t	9
ቀጨጨ	ይቀጭጫል	ቀጮ	ይቀጭጭ	መቀጨጭ	ቀጫጫ	stunt	አ			i	1f
ቀፈፈ	ይቀፋል	ቀፎ	ይቅፈፍ	መቅፈፍ	ቀፋፊ	1. trim edge, 2. beg	ተ			t	1f
ቃመ	ይቅማል	ቅሞ	ይቃም	መቃም	ቃሚ	put dry things in the mouth	አ, ተ	ቃህመ		t	7
ቃረመ	ይቃርማል	ቃርሞ	ይቃርም	መቃረም	ቃራሚ	pick up information	አስ	ቃህረመ		t	1h
ቃሰተ	ያቃስታል	አቃስቶ	ያቃስት	መቃሰት	ቃሳች	moan	አ, #	ቃህሰተ		i	1h
ቃተ	ያቅታል	አቅቶ	ያቅት	ማቃት	አቃች	be difficult	አ	*ቃህተ		i	7
ቃተተ	ይቃትታል	ቃትቶ	ይቃትት	መቃተት	ቃታች	tried in vain	አ	ቃህተተ		i	1hf
ቃኘ	ይቃኛል	ቃኝቶ	ይቃኝ	መቃኘት	ቃኚ	tune instrument; search horizon	አስ	ቃህኘ፟ህ		t 	6h
ቃዠ	ይቃዣል	ቃዥቶ	ይቃዥ	መቃዠት	ቃዢ	rave; have nightmare	አ	ቃህዠ፟ህ		i	6h
ቄለ	ይቄላል	ቄሎ	ይቄል	መቄል	ቂል	be foolish	አ	ቄʸለ		i	8y
ቆለለ	ይቆልላል	ቆልሎ	ይቆልል	መቆለል	ቆላይ	pile	ተ	ቆለ፟ለ		t	2bf
ቆለፈ	ይቆልፋል	ቆልፎ	ይቆልፍ	መቆለፍ	ቆላፊ	lock	ተ	ቆለ፟ፈ		t	2b
ቆላ	ይቆላል	ቆልቶ	ይቁላ	መቁላት	ቆይ	roast grain, wag tail	ተ	ቆላህ		t	3b
ቆመ	ይቆማል	ቆሞ	ይቁም	መቆም	ቋሚ	stand	አ			i	8w
ቆረቆረ	ይቆረቁራል	ቆርቁሮ	ይቆርቁር	መቆርቆር	ቆርቋሪ	1. found a city, 2. make uncomfortable	ተ			t, t	9bd
ቆረቆዘ	ይቆረቁዛል	ቆርቁዞ	ይቆርቁዝ	መቆርቆዝ	ቆርቋዥ	be dwarfed, stunted	አ			i	9bd
ቆረጠ	ይቆርጣል	ቆርጦ	ይቁረጥ	መቁረጥ	ቆራጭ	cut, divide	ተ			t	1b
ቆረጠመ	ይቆረጥማል	ቆርጥሞ	ይቆርጥም	መቆርጠም	ቆርጣሚ	crunch, crack with teeth	ተ			t	9b
ቆረፈደ	ይቆረፍዳል	ቆርፍዶ	ይቆርፍድ	መቆርፈድ	ቆርፋጅ	be chapped, horny	አ			i	9b
ቆሰለ	ይቆስላል	ቆስሎ	ይቁሰል	መቁሰል	ቆሳይ	be wounded	አ			i	1b
ቆሰቆሰ	ይቆሰቁሳል	ቆስቁሶ	ይቆስቁስ	መቆስቆስ	ቆስቋሽ	stir, poke the fire	አስ			t	9bd
ቆሸሸ	ይቆሽሻል	ቆሽሾ	ይቆሽሽ	መቆሸሽ	ቆሻሻ	be dirty	አ	ቆሸ፟ሸ		i	2bf
ቆነጠረ	ይቆነጥራል	ቆንጥሮ	ይቆንጥር	መቆንጠር	ቆንጣሪ	take a pinch	አስ			t	9b
ቆነጠጠ	ይቆነጥጣል	ቆንጥጦ	ይቆንጥጥ	መቆንጠጥ	ቆንጣጭ	pinch	ተ			t	9b
ቆየ	ይቆያል	ቆይቶ	ይቆይ	መቆየት	ቆዪ	delay, wait	አ 	ቆየ፟ህ		i  	6b
ቆጠረ	ይቆጥራል	ቆጥሮ	ይቁጠር	መቁጠር	ቆጣሪ	count	ተ			t	1b
ቆጠበ	ይቆጥባል	ቆጥቦ	ይቆጥብ	መቆጠብ	ቆጣቢ	economize	አስ	ቆጠ፟በ		t	2b
ቆጨ	ይቆጫል	ቆጭቶ	ይቆጭ	መቆጨት	ቆጪ	begrudge		ቆጨ፟ህ		imp.	6b
ቆፈረ	ይቆፍራል	ቆፍሮ	ይቆፍር	መቆፈር	ቆፋሪ	dig	ተ	ቆፈ፟ረ		t	2b
ቋቋ	ይንቋቋል	ተንቋቅቶ	ይንቋቋ	መንቋቋት	ቋቂ	creak		ቋህቋህ			3h
ቋጠረ	ይቋጥራል	ቋጥሮ	ይቋጥር	መቋጠር	ቋጣሪ	knot	ተ, አስ	ቋህጠረ		t	1h
በለጠ	ይበልጣል	በልጦ	ይብለጥ	መብለጥ	በላጭ	exceed	ተ			t	1
በለጸገ	ይበለጽጋል	በልጽጎ	ይበልጽግ	መበልጸግ	በልጻጊ	be rich, prosperous	አ		በለጠጋ	i, denom. 	9
በላ	ይበላል	በልቶ	ይብላ	መብላት	በይ	eat	አ, ተ	በላህ		t	3
በረረ	ይበራል	በሮ	ይብረር	መብረር	በራሪ	fly	አ			i	1f
በረበረ	ይበረብራል	በርብሮ	ይበርብር	መበርበር	በርባሪ	search	ተ			t	9
በረታ	ይበረታል	በርትቶ	ይበርታ	መበርታት	ብርቱ	be strong	አ	በረታህ		i	10
በረከተ	ይበረክታል	በርክቶ	ይበርክት	መበርከት	በርካች	increase, be abundant	አ			i	9
በረዘ	ይበርዛል	በርዞ	ይበርዝ	መበረዝ	በራዥ	make birz (ብርዝ), mix with water	ተ	በረ፟ዘ		t	2
በረየ	ይበረያል	በርይቶ	ይበረይ	መበርየት	በራይ	bolt (horse)	አ	በረየህ		i	11
በረደ	ይበርዳል	በርዶ	ይብረድ	መብረድ	በራጅ	be cold	አ			opt. imp. 	1
በረገደ	ይበረግዳል	በርግዶ	ይበርግድ	መበርገድ	በርጋጅ	burst open (door)	ተ			t	9
በረገገ	ይበረግጋል	በርግጎ	ይበርግግ	መበርገግ	በርጋጊ	be startled, feel danger	አስ			i 	9
በራ	ይበራል	በርቶ	ይብራ	መብራት	በሪ	shine	አ 	በራህ		i	3
በሰለ	ይበስላል	በስሎ	ይብሰል	መብሰል	በሳይ	cook	አ			i	1
በሰበሰ	ይበሰብሳል	በስብሶ	ይበስብስ	መበስበስ	በስባሽ	be drenched	አ			i	9
በሳ	ይበሳል	በስቶ	ይብሳ	መብሳት	በሺ	pierce	ተ	በሳህ		t	3
በቀለ	ይበቅላል	በቅሎ	ይብቀል	መብቀል	በቃይ	sprout	አ			i	1
በቃ	ይበቃል	በቅቶ	ይብቃ	መብቃት	በቂ	suffice	አ	በቃህ		i	3
በተነ	ይበትናል	በትኖ	ይበትን	መበተን	በታኝ	disperse	ተ	በተ፟ነ		t	2
በነነ	ይበናል	በኖ	ይብነን	መብነን	በናኝ	blow (dust)			ቦነነ		1f
በከለ	ይበክላል	በክሎ	ይበክል	መበከል	በካይ	corrupt	አ	በከ፟ለ		i	2
በከተ	ይበክታል	በክቶ	ይብከት	መብከት	በክት	die (animal)				i	1
በወዘ	ይበውዛል	በውዞ	ይበውዝ	መበወዝ	በዋዥ	shuffle cards	ተ	በወ፟ዘ		t	2
በዘበዘ	ይበዘብዛል	በዝብዞ	ይበዝብዝ	መበዝበዝ	በዝባዥ	raid, sack	ተ			t	9
በዛ	ይበዛል	በዝቶ	ይብዛ	መብዛት	በዢ	increase, be much	አ	በዛህ		i	3
በየነ	ይበይናል	በይኖ	ይበይን	መበየን	በያኝ	decree	ተ	በየ፟ነ		t	2
በየደ	ይበይዳል	በይዶ	ይበይድ	መበየድ	በያጅ	solder, weld	ተ	በየ፟ደ		t	2
በደለ	ይበድላል	በድሎ	ይበድል	መበደል	በዳይ	offend	ተ	በደ፟ለ		t	2
በደነ	ይበድናል	በድኖ	ይበድን	መብደን	በድን	be paralyzed	አ			i	1
በዳ	ይበዳል	በድቶ	ይብዳ	መብዳት	በጂ	copulate	ተ	በዳህ		t	3
በጀ	ይበጃል	በጅቶ	ይበጅ	መበጀት	በጁ	be good, suitable 	አ,ተ	በጀ፟ህ		i	6
በጠሰ	ይበጥሳል	በጥሶ	ይበጥስ	መበጠስ	በጣሽ	break string	ተ	በጠ፟ሰ		t	2
በጠበጠ	ይበጠብጣል	በጥብጦ	ይበጥብጥ	መበጥበጥ	በጥባጭ	shake, disturb	ተ			t	9
በጣ	ይበጣል	በጥቶ	ይብጣ	መብጣት	በጪ	incise (flesh)	ተ	በጣህ		t	3
ባለ	ይባላል	ብሎ	ይባል	መባል	ባይ	say	ተ	*ባህለ		t, irreg.	7
ባለገ	ይባልጋል	ባልጎ	ይባልግ	መባለግ	ባለጌ	be rude	አ	ባህለገ		i, denom. 	1h
ባረቀ	ይባርቃል	ባርቆ	ይባርቅ	መባረቅ	ባራቂ	go off accidentally	አስ	ባህረቀ		i	1h
ባረከ	ይባርካል	ባርኮ	ይባርክ	መባረክ	ባራኪ	kneel	ተ	ባህረከ		t	1h
ባሰ	ይብሳል	ብሶ	ይባስ	መባስ	ባሽ	get worse	አ	ባህሰ		i	7
ባባ	ይባባል	ባብቶ	ይባባ	መባባት	ቡቡ	tremble with fear	አ	ባህባህ		i	3h
ባከነ	ያባክናል	አባክኖ	ያባክን	ማባከን	ባካኝ	be dissipated	አ	ባህከነ		i	1h
ቦረሸ	ይቦርሻል	ቦርሾ	ይቦርሽ	መቦረሽ	ቦራሺ	brush	ተ	ቦረሸህ		t, denom	11b
ቦረቦረ	ይቦረቡራል	ቦርቡሮ	ይቦርቡር	መቦርቦር	ቦርቧሪ	bore, hollow out	ተ			t	9bd
ቦነነ	ይቦናል	ቦኖ	ይቡነን	መቡነን	ቦናኝ	blow dust	አ		በነነ	i	1bf
ቦካ	ይቦካል	ቦክቶ	ይቡካ	መቡካት	ቦኪ	ferment	አ, ተ	ቦካህ		i	3b
ቦዘ	ይቦዛል	ቦዞ	ይቦዝ	መቦዝ	ቦዝ	be dizzy	አስ			i	8w
ቦዘነ	ይቦዝናል	ቦዝኖ	ይቦዝን	መቦዘን	ቦዘኔ	be idle	አስ	ቦዘ፟ነ		i	2b
ቦጨቀ	ይበጭቃል	በጭቆ	ይበጭቅ	መበጨቅ	በጫቂ	bite, snatch, mat together	ተ	ቦጨ፟ቀ		t	2b
ቧለተ	ይቧልታል	ቧልቶ	ይቧልት	መቧለት	ቧልተኛ	joke	አስ	ቧህለተ		i	1h
ቧረቀ	ይቧርቃል	ቧርቆ	ይቦርቅ	መቧረቅ	ቧራቂ	bound, frolic	አስ	ቧህረቀ		i	1h
ቧጠጠ	ይቧጥጣል	ቧጥጦ	ይቧጥጥ	መቧጠጥ	ቧጣጭ	lacerate	ተ	ቧህጠጠ		t	1hf
ቧጨረ	ይቧጭራል	ቧጭሮ	ይቧጭር	መቧጨር	ቧጫሪ	scratch	ተ	ቧህጨረ		t	1h
ተለመ	ይተልማል	ተልሞ	ይተልም	መተለም	ተላሚ	furrow	ተ	ተለ፟መ		t	2
ተለተለ	ይተለትላል	ተልትሎ	ይተልትል	መተልተል	ተልታይ	cut in many places	ተ			t	9
ተለገጠ	ያላግጣል	አላግጦ	ያላግጥ	ማላገጥ	አላጋጭ	deride		*ለገ፟ጠ			2
ተላ	ይተላል	ተልቶ	ይትላ	መትላት	ተይ	be wormy	አ	ተላህ		i	3
ተመለከተ	ያመለክታል	አመልክቶ	ያመልክት	ማመልከት	አመልካች	show, look at		*መለከተ		t	9
ተመመ	ይተማል	ተሞ	ይትመም	መትመም	ተማሚ	make noise	አስ	ተመ፟መ		i	2f
ተመረኮዘ	ይመረኮዛል	ተመርኩዞ	ይመርኮዝ	መመርኮዝ	ተመርኳዥ	lean, be biased	ተ	*መረኮዘ		i	9d
ተመሰገነ	ያመሰግናል	አመስግኖ	ያመስግን	ማመስገን	አመስጋኝ	praise, thank	አ, ተ	*መሰገነ		t	9
ተመሳቀለ	ይመሳቀላል	አመሳቅሎ	ይመሳቀል	መመሳቀል	አመሳቃይ	mix up	ተ	*መሳህቀለ		i	9i
ተመሳቀለ	ያመሳቅላል	አመሳቅሎ	ያመሳቅል	ማመሳቀል	አመሳቃይ	be confused		*መሳቀለ			9
ተመቀኘ	ይመቀኛል	ተመቅኝቶ	ይመቀኝ	መመቅኘት	ምቀኛ	be envious	ተ	*መቀኘህ		t	11
ተመቸ	ይመቻል	ተመችቶ	ይመች	መመቸት	ምቹ	be convenient	ተ	*መቸ፟ህ		i	6
ተመነ	ይተምናል	ተምኖ	ይተምን	መተመን	ተማኝ	put a price on	ተ	ተመ፟ነ		t	2
ተመኘ	ይመኛል	ተመኝቶ	ይመኝ	መመኘት	መኖት	wish	ተ	*መኘ፟ህ		i	6
ተመካ	ይመካል	ተመክቶ	ይመካ	መመካት	ተመኪ	boast, be proud	ተ	*መካ፟ህ		i	4
ተማለደ						entreat	ተ, #	*ማህለደ		i	1h
ተማጠነ	ይመጥናል	መጥኖ	ይመጥን	መመጠን	መጣኝ	appeal, plead		*መህጠነ		i	1h
ተሞላቀቀ	ይሞለቅቃል	ተሞልቅቆ	ይሞላቀቅ	መሞላቀቅ	ሞልቃቃ	pamper		*ሞለቀቀ		i	9b
ተረበ	ይተርባል	ተርቦ	ይተርብ	መተረብ	ተራቢ	make a robe	ተ	ተረ፟በ		t	2
ተረተ	ይተርታል	ተርቶ	ይተርት	መተረት	ተራች	tell a tale	አስ	ተረ፟ተ		i	2
ተረተረ	ይተረትራል	ተርትሮ	ይተርትር	መተርተር	ተርታሪ	crack nut, unwrap, unwind	ተ			t	9
ተረከ	ይተርካል	ተርኮ	ይተርክ	መተረክ	ተራኪ	narrate	ተ	ተረ፟ከ		t	2
ተረከበ	ይረከባል	8	ይረከብ	መረከብ	ተረካቢ	deliver	ተ	*ረከ፟በ		t	2
ተረኮሰ	ይተረኩሳል	ተርኩሶ	ይተርኩስ	መተርኮስ	ተርኳሽ	extinguish	ተ			t	9d
ተረጎመ	ይተረጉማል	ተርጉሞ	ይተርጉም	መተርጎም	ተርጓሚ	interpret, translate	ተ			t	9d
ተረፈ	ይተርፋል	ተርፎ	ይትረፍ	መትረፍ	ተራፊ	be extra	አ			i	1
ተራቆተ	ይራቆታል	ተራቁቶ	ይራቆት	መራቆት	ተራቋች	be naked		*ራህቆተ		i	1ch
ተሰለፈ	ያሰልፋል	አሰልፎ	ያሰልፍ	ማሰለፍ	አሰላፊ	line up	ተ	*ሰለ፟ፈ		t	2
ተሰራጨ	ያሰራጫል	አሰረጭቶ	ያሰራጭ	ማሰራጨት	አሰራጭ	diffuse, spread		*ሰረጨህ		i	11
ተሰቃየ	ይሰቃያል	ተሰቃይቶ	ይሰቃይ	መሰቃየት	ተሰቃይ	suffer	ተ	*ሰቀየህ		i, denom	11
