# Amharic Name	FULL_NAME	FULL_NAME_ND
	Adi Abbo Mussa	Adi Abbo Mussa
	Ādī Ābanawo	Adi Abanawo
	Adi Abaio	Adi Abaio
	Ādī Ābayo	Adi Abayo
አዲ አበርገሌ	Adi Abbaghie	Adi Abbaghie
	Adi Baghè	Adi Baghe
አዲ አበርገሌ	Ādī Ābergelē	Adi Abergele
	Ādī Ābeyto	Adi Abeyto
አዲ አቦ	Ādī Ābo	Adi Abo
አዲ አቡን	Ādī Ābun	Adi Abun
	Adi Abuna	Adi Abuna
አዲ አቡን ማርያም ቤተ ክርስቲያን	Ādī Ābun Maryam Bēte Kristīyan	Adi Abun Maryam Bete Kristiyan
	Ādī Ābun Maryam Bēte Kiristyan	Adi Abun Maryam Bete Kiristyan
አዲ አቡን ተክለሃይማኖት ቤተ ክርስቲያን	Ādī Ābun Tekle Haymanot Bēte Kristīyan	Adi Abun Tekle Haymanot Bete Kristiyan
	Adi Achelai	Adi Achelai
	Ādī Ādemay	Adi Ademay
አዳባ ጊዮርጊስ	Amba Georghis	Amba Georghis
	Amba Ghiorghis	Amba Ghiorghis
	Amba Giyorgis	Amba Giyorgis
	Ādī Āgag	Adi Agag
	Ādī Āgam	Adi Agam
	Ādī Āgay	Adi Agay
	Ādī Āgwa	Adi Agwa
	Adi Ahiu	Adi Ahiu
	Ādī Ā’ik’ora Gīyorgīs Bēte Kristīyan	Adi A'ik'ora Giyorgis Bete Kristiyan
	Addi Aitecheb	Addi Aitecheb
	Adi Aitechab	Adi Aitechab
	Adi Aitecheb	Adi Aitecheb
	Ādī Āk’bay Ābune Fīlemna Bēte Kristīyan	Adi Ak'bay Abune Filemna Bete Kristiyan
	Ādī Ākel	Adi Akel
	Ādī Āk’eytī	Adi Ak'eyti
	Adi Alecti	Adi Alecti
	Adi Alele	Adi Alele
	Ādī Ālem Mesgīd	Adi Alem Mesgid
	Ādī Ālmeban	Adi Almeban
	Ādī Āmday	Adi Amday
	Ādī Āmīyuk’	Adi Amiyuk'
	Ādī Āmshashī	Adi Amshashi
	Ādī Ārba’ā	Adi Arba'a
	Ādī Ārba’ā Maryam Bēte Kristīyan	Adi Arba'a Maryam Bete Kristiyan
	Ādī Ārba‘ite	Adi Arba`ite
	Ādī Ārba’ite	Adi Arba'ite
	Adi Arbate	Adi Arbate
	Ādī Ārba’itē Ābune Hizk’ē’ēl Bēte Kristīyan	Adi Arba'ite Abune Hizk'e'el Bete Kristiyan
	Ādī Ārba’itē Ābune Hizk’i’ēl Bēte Kiristyan	Adi Arba'ite Abune Hizk'i'el Bete Kiristyan
	Ādī Ārba‘ite Gebre Menfes K’idus Bēte Kristīyan	Adi Arba`ite Gebre Menfes K'idus Bete Kristiyan
	Adi Arbate	Adi Arbate
	Adirbate	Adirbate
አዲ አርቃይ ማርያም ቤተክትስቲያን	Ādī Ārk’ay Maryam Bēte Kristīyan	Adi Ark'ay Maryam Bete Kristiyan
አዲ አርቃይ ትምህርት ቤት	Ādī Ārk’ay Timhirt Bēt	Adi Ark'ay Timhirt Bet
	Ādī Āro	Adi Aro
	Ādī Āro	Adi Aro
	Ādī Āro Maryam Bēte Kristīyan	Adi Aro Maryam Bete Kristiyan
	Ādī Āro Maryam Bēte Kiristyan	Adi Aro Maryam Bete Kiristyan
	Ādī’āro Shet’	Adi'aro Shet'
	Adi Arra Melaio	Adi Arra Melaio
	Ādī Āsatīya Gīyorgīs Bēte Kristīyan	Adi Asatiya Giyorgis Bete Kristiyan
	Ādī Āsatīya Gīyorgīs Bēte Kiristyan	Adi Asatiya Giyorgis Bete Kiristyan
	Ādī Āt’al	Adi At'al
	Ādī Āts’na’ānī	Adi Ats'na'ani
	Ādī Awdē	Adi Awde
	Adi Aw-ala	Adi Aw-ala
	Ādī Āwi’āla	Adi Awi'ala
ዓዲ አውዓላ (1)	Ādī Āwi’ala (1)	Adi Awi'ala (1)
	Addi Auiala 1	Addi Auiala 1
ጸዳ ምድሪ	Tsada-Medri	Tsada-Medri
ዓዲ አውዓላ	Ādī Āwi’āla	Adi Awi'ala
ዓዲ አውዓላ 2	Ādi Āwi’ala (2)	Adi Awi'ala (2)
	Addi Auiala 2	Addi Auiala 2
	Adi Aw-ala	Adi Aw-ala
	Ādī Āwso	Adi Awso
	Ādī Āyo	Adi Ayo
	Ādī Āyweto	Adi Ayweto
	Ādī Āzuk’a	Adi Azuk'a
	Ādī Bahilay YeTerara Senselet	Adi Bahilay YeTerara Senselet
ዓዲ ባላንበራስ	Ādī Balanberas	Adi Balanberas
	Ādī Barot	Adi Barot
	Ādī Basale	Adi Basale
	Ādī Be’ārej	Adi Be'arej
	Ādī Bela’i Ma’ār	Adi Bela'i Ma'ar
ዓዲ በለስ	Adi Beles	Adi Beles
ዓዲ በለው	Ādī Belew	Adi Belew
ዓዲ በለው ማርያም ቤተክትስቲያን	Ādī Belew Maryam Bēte Kristīyan	Adi Belew Maryam Bete Kristiyan
	Ādī Berah	Adi Berah
	Ādī Bere Mīka’ēl Bēte Kristīyan	Adi Bere Mika'el Bete Kristiyan
	Ādī Berī	Adi Beri
	Addi Abdera	Addi Abdera
	Ādī Bidera	Adi Bidera
	Ādī Bidera (1)	Adi Bidera (1)
	Addi Abdera	Addi Abdera
	Ādī Bidera	Adi Bidera
	Ādī Bidera (2)	Adi Bidera (2)
	Adi Begghedi	Adi Begghedi
	Ādī Bigdī	Adi Bigdi
	Adi Borat	Adi Borat
	Ādī Buda	Adi Buda
	Ādī Buda	Adi Buda
	Ādī Bula	Adi Bula
	Ālī Bula	Ali Bula
	Adi Butzaat	Adi Butzaat
	Adicas	Adicas
	Ādī Ch’egwarē	Adi Ch'egware
	Adi Chelehel	Adi Chelehel
	Ādī Ch’emo	Adi Ch'emo
	Ādī Ch’emo	Adi Ch'emo
	Ādī Ch’ewa	Adi Ch'ewa
	Adi Chiana	Adi Chiana
	Ādī Ch’igono Terara	Adi Ch'igono Terara
	Adi Corcora	Adi Corcora
	Ādī Da’iro	Adi Da'iro
	Addāro	Addaro
ዓዲ ዳዕሮ	Ādī Da‘iro	Adi Da`iro
	Adi Daro	Adi Daro
	Az Daro	Az Daro
ዓዲ ደጋ አምባ	Ādī Dega Āmba	Adi Dega Amba
	Adi Dererai	Adi Dererai
	Addi Didei	Addi Didei
	Addi Dideti	Addi Dideti
	Adi Didei	Adi Didei
	Ādī Dira’i	Adi Dira'i
	Ādīdo	Adido
	Ādīdo Bota	Adido Bota
	Adiero Amba	Adiero Amba
	Amba Adi Frò	Amba Adi Fro
	Ādī Farah	Adi Farah
	Ādī Fēla	Adi Fela
	Ādī Fēla (1)	Adi Fela (1)
	Ādī Fēla	Adi Fela
	Ādī Fēla (2)	Adi Fela (2)
	Ādī Fēla Maryam Bēte Kristīyan	Adi Fela Maryam Bete Kristiyan
	Ādī Feleset Hāwaryat Bēte	Adi Feleset Hawaryat Bete
	Ādī Fengats’	Adi Fengats'
	Ādī Fereg	Adi Fereg
	Adi Meda	Adi Meda
	Ādī Fertī	Adi Ferti
	Ādī Feyiso	Adi Feyiso
	Adi Fitall	Adi Fitall
	Ādī Fitaw	Adi Fitaw
	Ādī Fitaw Maryam Bēte Kristīyan	Adi Fitaw Maryam Bete Kristiyan
	Ādīga	Adiga
	Ādī Gaba	Adi Gaba
	Adi Gabriu	Adi Gabriu
	Adagalla	Adagalla
	Addagalla	Addagalla
	Ādīgala	Adigala
	Adigalla	Adigalla
ዓዲ ገብሩ	Ādī Gebru	Adi Gebru
ዓዲ ገብሩ አቡን አረጋይ ቤተክትስቲያን	Ādī Gebru Ābune Āregay Bēte Kristīyan	Adi Gebru Abune Aregay Bete Kristiyan
ዓዲ ገብሩ ትምህርት ቤት	Ādī Gebru Timhirt Bēt	Adi Gebru Timhirt Bet
ዓዲ ግደፍ	Ādī Gēdaf	Adi Gedaf
ዓዲ ግደፍ	Addi Gedaf	Addi Gedaf
ዓዲ ግደፍ እየሱስ ቤተክትስቲያን	Ādī Gēdaf Īyesus Bēte Kristīyan	Adi Gedaf Iyesus Bete Kristiyan
	Ādī Gedena	Adi Gedena
	Ādī Gedena Mīka’ēl Bēte Kristīyan	Adi Gedena Mika'el Bete Kristiyan
	Ādī Gefar	Adi Gefar
	Ādī Gele	Adi Gele
	Ādī Gerih	Adi Gerih
	Ādī Gesamana Medhanē’alem Bēte Kiristyan	Adi Gesamana Medhane'alem Bete Kiristyan
	Ādī Gesamana Medhanē ‘Alem Bēte	Adi Gesamana Medhane `Alem Bete
	Ādī Geza’itī	Adi Geza'iti
	Adi Ghemtela	Adi Ghemtela
	Adi Gheva	Adi Gheva
	Ādī Giba‘i	Adi Giba`i
	Ādī Gide	Adi Gide
ዓዲ ግደይ	Ādī Gidey	Adi Gidey
ዓዲ ግደይ ተክለሃይማኖት ቤተክትስቲያን	Ādī Gidey Tekle Haymanot Bēte Kristīyan	Adi Gidey Tekle Haymanot Bete Kristiyan
	Ādī Gidom Shet’	Adi Gidom Shet'
ዓዲግራት የጦር ሰፈር	Ādīgirat YeT’or Sefer	Adigirat YeT'or Sefer
ዓዲ ግርማይ	Ādī Girmay	Adi Girmay
	Addi Gyrmay	Addi Gyrmay
ዓዲ ጊዮርጊስ	Ādī Gīyorgīs	Adi Giyorgis
	Ādī Gobeyo	Adi Gobeyo
ዓዲ ጎልጎል ቦታ	Ādī Golagol Bota	Adi Golagol Bota
	Avergalle	Avergalle
	Ādī Golo	Adi Golo
	Ādī Golo (1)	Adi Golo (1)
	Ādī Gorada’itī	Adi Gorada'iti
	Ādī Gorada’itī Mīka’ēl Bēte Kristīyan	Adi Gorada'iti Mika'el Bete Kristiyan
	Ādī Goranda’itī	Adi Goranda'iti
	Ādī Goranda’itī Mīka’ēl BēteKristīyan	Adi Goranda'iti Mika'el BeteKristiyan
	Ādī Goro	Adi Goro
አዲግራት	Ādīgrat	Adigrat
አዲግራት ማዘጋጃ ቤት	Ādīgrat Mazegaja Bēt	Adigrat Mazegaja Bet
አዲግራት መድሃኒአለም ቤተክትስቲያን	Ādīgrat Medhanē ‘Alem Bēte Kristīyan	Adigrat Medhane `Alem Bete Kristiyan
አዲግራት ፖሊስ ጣቢያ	Ādīgrat Polīs T’abīya	Adigrat Polis T'abiya
አዲግራት ራስ ስብሃት ሆስፒታል	Ādīgrat Ras Sibhat Hospītal	Adigrat Ras Sibhat Hospital
	Addi Gudem	Addi Gudem
	Ādī Gudeb	Adi Gudeb
	Adi Gudem	Adi Gudem
ዓዲ ግዶም	Ādī Gudom	Adi Gudom
	Adi Gudum	Adi Gudum
	Ādī Gudeb Timhirt Bēt	Adi Gudeb Timhirt Bet
ዓዲ ግዶም ትምህርትቤት	Ādī Gudom Timhirt Bēt	Adi Gudom Timhirt Bet
	Ādī Gudeb Gebri’ēl Bēte Kiristyan	Adi Gudeb Gebri'el Bete Kiristyan
ዓዲ ግዶም ገብርኤል ቤተ ክርስቲያን	Ādī Gudom Gebri’ēl Bēte Kristīyan	Adi Gudom Gebri'el Bete Kristiyan
	Ādī Gufah	Adi Gufah
	Ādī Gu’ī	Adi Gu'i
	Ādī Gu‘idī	Adi Gu`idi
	Ādī Gura	Adi Gura
	Ādī Gwara	Adi Gwara
	Ādī Habesay	Adi Habesay
	Adi Agarà	Adi Agara
	Adi Agghera	Adi Agghera
ዓዲ ሀገራይ	Ādī Hageray	Adi Hageray
	Addi Khageray	Addi Khageray
	Ādī Hagoda	Adi Hagoda
	Ādī Hagoda Ārba’itu Insisat Bēte Kristīyan	Adi Hagoda Arba'itu Insisat Bete Kristiyan
ዓዲ ሐጎስ	Ādī Hāgos	Adi Hagos
	Ādī Hak’eytī	Adi Hak'eyti
	Ādi Hak’eytī (2)	Adi Hak'eyti (2)
	Ādī Hak’eytī	Adi Hak'eyti
	Ādī Hak’eytī (1)	Adi Hak'eyti (1)
	Ādī Hak’eytī Maryam Bēte Kristīyan	Adi Hak'eyti Maryam Bete Kristiyan
	Ādī Hale	Adi Hale
	Ādī Hamīdo	Adi Hamido
	Ādī Hamlī	Adi Hamli
	Ādī Hamlī Bota	Adi Hamli Bota
	Aderat	Aderat
ዓዲ ሃና	Ādī Hāna	Adi Hana
ዓዲ ሃና ቦታ	Ādī Hāna Bota	Adi Hana Bota
ዓዲ ሃና ማርያም ቤተ ክርስቲያን	Ādī Hāna Maryam Bēte Kristīyan	Adi Hana Maryam Bete Kristiyan
	Ādī Hangī	Adi Hangi
	Ādī Hanīs Gīyorgīs Bēte Kristīyan	Adi Hanis Giyorgis Bete Kristiyan
	Ādī Hanīs Gīyorgīs Bēte Kiristyan	Adi Hanis Giyorgis Bete Kiristyan
	Ādī Hankera	Adi Hankera
	Ādī Hardany	Adi Hardany
	Ādī Harwo	Adi Harwo
	Ādī Hayē	Adi Haye
	Tzada Uallaca	Tzada Uallaca
	Tzada Uollacà	Tzada Uollaca
	Ādī Hayem	Adi Hayem
	Ādī Hayem Gebri’ēl Bēte Kristīyan	Adi Hayem Gebri'el Bete Kristiyan
	Ādī Hēdum	Adi Hedum
	Ādī Herem	Adi Herem
	Ādī Hibubla	Adi Hibubla
	Addi Hirdi	Addi Hirdi
	Ādī Hirdī	Adi Hirdi
	Ādī Hirdī Bota	Adi Hirdi Bota
ዓዲ ሕፃን 	Ādī Hits’an	Adi Hits'an
	Ādī Hostos	Adi Hostos
	Addi Hoza	Addi Hoza
	Ādī Hoza	Adi Hoza
	Ādī Hurug	Adi Hurug
	Ādī Idaga	Adi Idaga
	Ādī Irgēyto Maryam Bēte Kristīyan	Adi Irgeyto Maryam Bete Kristiyan
	Mariam Rugbeito	Mariam Rugbeito
	Ādī Iser	Adi Iser
	Ādī Ītay	Adi Itay
	Ādī Ītay Maryam Bēte Kristīyan	Adi Itay Maryam Bete Kristiyan
	Adi Itiè	Adi Itie
	Adi Itieh	Adi Itieh
	Ādī Īyo	Adi Iyo
	Ādī K’aga	Adi K'aga
	Ādī K’ajera	Adi K'ajera
	Ādī K’ajera Mīka’ēl Bēte Kristīyan	Adi K'ajera Mika'el Bete Kristiyan
	Ādī K’ala	Adi K'ala
	Adeba	Adeba
	Ādī K’alk’an	Adi K'alk'an
	Ādī K’ashī	Adi K'ashi
	Ādī Kawna	Adi Kawna
	Ādī K’ebad	Adi K'ebad
	Ādī K’edawīt	Adi K'edawit
እንዳ ኢየሱስ	Enda Jesus	Enda Jesus
	Ādī K’edawīt Īyesus Bēte Kristīyan	Adi K'edawit Iyesus Bete Kristiyan
	Ādī K’eharis	Adi K'eharis
	Ādī K’ehars	Adi K'ehars
	Ādī K’eharis Ts’adik’an Bēte Kristīyan	Adi K'eharis Ts'adik'an Bete Kristiyan
	Ādī K’elebes Maryam Bēte Kristīyan	Adi K'elebes Maryam Bete Kristiyan
	Ādī K’elk’el	Adi K'elk'el
	Ādī K’elk’el	Adi K'elk'el
	Adī K’elk’el (2)	Adi K'elk'el (2)
	Ādī K’elk’el (1)	Adi K'elk'el (1)
	Ādī K’elk’el	Adi K'elk'el
	Ādī K’elk’el Maryam Bēte Kristīyan	Adi K'elk'el Maryam Bete Kristiyan
	Ādī K’eney	Adi K'eney
	Ādī K’era’āda Terara	Adi K'era'ada Terara
	Ādī Keray	Adi Keray
	Ādī K’esawist	Adi K'esawist
	Ādī K’eyih	Adi K'eyih
	Ādī K’eyih (3)	Adi K'eyih (3)
	Ādī K’eyih	Adi K'eyih
	Ādī K’eyih (1)	Adi K'eyih (1)
	Ādī K’eyih	Adi K'eyih
	Ādī K’eyih (2)	Adi K'eyih (2)
	Ādī Kīdan	Adi Kidan
	Ādī K’ima‘ida	Adi K'ima`ida
	Ādī Kolen	Adi Kolen
	Ādī K’o’o	Adi K'o'o
	Ādī Kudī	Adi Kudi
	Ādī K’uylo	Adi K'uylo
	Adi Guolagul	Adi Guolagul
	Ādī K’walasē	Adi K'walase
	Ādil Badir	Adil Badir
	Adilli	Adilli
	Adi Mai Uoini	Adi Mai Uoini
ዓዲ ማርቆስ	Ādī Mark’os	Adi Mark'os
	Ādī Mēda Medhanē ‘Alem Bēte Kristīyan	Adi Meda Medhane `Alem Bete Kristiyan
	Adi Mella	Adi Mella
	Adi Mandi	Adi Mandi
	Ādī Mendī	Adi Mendi
	Me’asakē	Me'asake
	Ādī Mēyda	Adi Meyda
	Ādī Mīnda	Adi Minda
	Ādī Misgan	Adi Misgan
	Adi Mocada	Adi Mocada
	Ādī Momena	Adi Momena
እንዳ መድሃኒ አለም	Enda Medanie Alein	Enda Medanie Alein
	Ādī Nēba	Adi Neba
ዓዲ ንብረት	Adi Nebrat	Adi Nebrat
	Adi Nebrid	Adi Nebrid
	Ad Nebrid	Ad Nebrid
	Ādī Nek’īzen	Adi Nek'izen
	Ādīno	Adino
	Adi Noguade	Adi Noguade
	Adi Noquadè	Adi Noquade
	Neguida	Neguida
	Aadi Noia	Aadi Noia
	Adi Noia	Adi Noia
	Adi Quarario	Adi Quarario
	Adi Quararo	Adi Quararo
	Adi Quorquor	Adi Quorquor
	Mai Quarar	Mai Quarar
	Ādī Ra‘isī	Adi Ra`isi
	Adi Erzanye	Adi Erzanye
	Ādī Ramets’	Adi Ramets'
	Ādī Remet	Adi Remet
	Adi Remets	Adi Remets
	Adi Remos	Adi Remos
	Adi Remots	Adi Remots
	Adi Remoz	Adi Remoz
	Ādī Ramets’ Bota	Adi Ramets' Bota
	Addi Rassi	Addi Rassi
	Adi Rassi	Adi Rassi
	Adi Resene	Adi Resene
	Ādī Rihits’an	Adi Rihits'an
	Ādī Ri’isenay	Adi Ri'isenay
	Addi Risenay	Addi Risenay
	Ādī Ri‘isenay Maryam Bēte Kristīyan	Adi Ri`isenay Maryam Bete Kristiyan
	Ādī Rowra	Adi Rowra
	Ādī Rowra Mīka’ēl Bēte Kristīyan	Adi Rowra Mika'el Bete Kristiyan
	Ādīs	Adis
	Ādīs	Adis
	Adisa	Adisa
	Addis Abbaba	Addis Abbaba
አዲስ አበባ	Addis Abeba	Addis Abeba
	Ādīs Ābeba	Adis Abeba
	Addis Ababa	Addis Ababa
	Ādī Sak’a	Adi Sak'a
	Addi Saka	Addi Saka
	Addis-Ālam	Addis-Alam
አዲስ አለም	Addis Alem	Addis Alem
	Ādīs ‘Alem	Adis `Alem
	Ādīs ‘Alem	Adis `Alem
አዲስ አለም (2)	Ādīs ‘Ālem (2)	Adis `Alem (2)
አዲስ አለም ማርያም ቤተክትስቲያን	Ādīs ‘Alem Maryam Bēte Kristīyan	Adis `Alem Maryam Bete Kristiyan
አዲስ አለም ሚካኤል ቤተክትስቲያን	Ādīs ‘Alem Mīka’ēl Bēte Kristīyan	Adis `Alem Mika'el Bete Kristiyan
አዲስ አምባ	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādīs Āmba	Adis Amba
	Ādī Sardo	Adi Sardo
	Ādī Saseso	Adi Saseso
	Addi Scimti	Addi Scimti
	Adi Scimti	Adi Scimti
	Ādīs Dembēl Bota	Adis Dembel Bota
ዓዲ ሰላም	Ādī Selam	Adi Selam
	Ādī Selam	Adi Selam
	Adi Sellam	Adi Sellam
	Ādī Selam	Adi Selam
ዓዲ ሰላም ማርያም በተክትስቲያን	Ādī Selam Maryam Bēte Kristīyan	Adi Selam Maryam Bete Kristiyan
	Ādī Seraw	Adi Seraw
	Addisghie	Addisghie
	Ādīsgē	Adisge
	Ādīsgē	Adisge
	Ādīsgē Gīyorgīs Bēte Kristīyan	Adisge Giyorgis Bete Kristiyan
	Ādī Shahsheh	Adi Shahsheh
ዓዲ ሸሁ	Ādī Shahu	Adi Shahu
	Adi Shehu	Adi Shehu
	Adiscia	Adiscia
	Ādīshe	Adishe
	Adisicià	Adisicia
	Ādī Shegereb	Adi Shegereb
	Ādī Shela	Adi Shela
	Ādī Sheshu	Adi Sheshu
	Ādī	Adi
	Ādī Shet’	Adi Shet'
	Ādī Shila	Adi Shila
	Ādī Shimbruh	Adi Shimbruh
	Ādī Shīsha	Adi Shisha
	Ādī Shīsha (2)	Adi Shisha (2)
	Ādī Shīsha	Adi Shisha
	Ādī Shīsha (1)	Adi Shisha (1)
	Ādī Shīsha	Adi Shisha
አዲስ ሕይወት	Ādīs Hiywet	Adis Hiywet
ዓዲ ሸሁ	Adi Shahu	Adi Shahu
	Adi Sheho	Adi Sheho
	Ādī Shoh	Adi Shoh
ዓዲ ሾሆ	Ādī Shoho	Adi Shoho
ዓዲ ሸሀ	Ādī Shah	Adi Shah
	Adi Sicnias	Adi Sicnias
	Monte Adi Sicnias	Monte Adi Sicnias
	Adi Sighe	Adi Sighe
አዲስ ቅዳሜ	Ādīs K’idamē	Adis K'idame
	Ādīs Kiny	Adis Kiny
	Adi Soguadi	Adi Soguadi
	Ādī Sudī Gīyorgīs Bēte Kristīyan	Adi Sudi Giyorgis Bete Kristiyan
	Ādīsu Karamīlē	Adisu Karamile
	Addis Zaman	Addis Zaman
አዲስ ዘመን	Addis Zemen	Addis Zemen
	Ādīs Zemen	Adis Zemen
	Adi Tacar	Adi Tacar
	Ādī T’an	Adi T'an
	Ādī T’ar	Adi T'ar
	Ādī Tehets’iy	Adi Tehets'iy
ዓዲ ተክሎም	Ādī Teklom	Adi Teklom
ዓዲ ተራራ	Ādī Terara	Adi Terara
	Foldi	Foldi
	Monte Fuldè	Monte Fulde
	Monte Fuldeh	Monte Fuldeh
ጋራ ዓዲ ተራራ	Gara Ādī Terara	Gara Adi Terara
	Ādī Terekbē	Adi Terekbe
	Ādī Tesfo	Adi Tesfo
	Addi Tigrè	Addi Tigre
	Adi Tigre	Adi Tigre
	Ādī Ts’a’ida	Adi Ts'a'ida
ዓዲ ፀግቢና	Ādī Ts’egībna	Adi Ts'egibna
	Eila	Eila
	Addi Zubbaha	Addi Zubbaha
	Ādī Ts’erī	Adi Ts'eri
	Ādī T’u‘at	Adi T'u`at
	Adi Tuoldemedhin	Adi Tuoldemedhin
	Addi Una	Addi Una
	Adi Homà	Adi Homa
	Adi Una	Adi Una
	Adi Uochi	Adi Uochi
	Adi Uorche	Adi Uorche
	Ādī Washo	Adi Washo
	Ādī Washo (1)	Adi Washo (1)
	Ādī Washo	Adi Washo
	Ādī Washo (2)	Adi Washo (2)
	Ādī Weka	Adi Weka
	Ādī Wek’a’ī	Adi Wek'a'i
	Ādī Welē Shet’	Adi Wele Shet'
	Ādī	Adi
ዓዲ ወንዝ	Ādī Wenz	Adi Wenz
	Ādī Wereh	Adi Wereh
ዓዲ ወርሂ	Ādī Werhī	Adi Werhi
	Ādī Weyno	Adi Weyno
	Ādīya	Adiya
	Ādī Yad	Adi Yad
አዲያም ጊዮርጊስ ቤተ ክርስቲያን	Ādīyam Gīyorgīs Bēte Kristīyan	Adiyam Giyorgis Bete Kristiyan
	Ādīya Mīchīrē	Adiya Michire
	Ādīya Shet’	Adiya Shet'
ነጋሶ	Negasso	Negasso
	Neghessa	Neghessa
	Neghesso	Neghesso
	Ādī Zahilay	Adi Zahilay
	Ādī Ziban Gebri’ēl Bēte Kristīyan	Adi Ziban Gebri'el Bete Kristiyan
	Ādī Zibay	Adi Zibay
	Addi Zibay	Addi Zibay
	Ādlal	Adlal
	Ādlīya	Adliya
	Ādlochī	Adlochi
	Ādmasē	Admase
	Ādme Ts’ehāy	Adme Ts'ehay
	Ādo	Ado
	Ādo	Ado
	Ādo	Ado
	Balli	Balli
	Ādo	Ado
	Ādo	Ado
	Ādo	Ado
	Ādo	Ado
	Addo	Addo
	Ādo	Ado
	Bio Ado	Bio Ado
	Ado Ale	Ado Ale
	Monte Ado-Ale	Monte Ado-Ale
	Ādobed Hāyk’	Adobed Hayk'
	Lake Bario	Lake Bario
	Ādoduwa	Adoduwa
	Adoeio	Adoeio
	Adogura	Adogura
	Piana di Adogura	Piana di Adogura
	Adogura Plain	Adogura Plain
	Ādoha YeTerara Senselet	Adoha YeTerara Senselet
አዶላ	Adola	Adola
	Ādolē Derek’ Hāyk’	Adole Derek' Hayk'
	Adoli	Adoli
	Ādorī Shet’	Adori Shet'
	Adot	Adot
	Ādota	Adota
	Ādu Bariyē	Adu Bariye
	Colli Adù	Colli Adu
	Adu Hill	Adu Hill
አዱላላ	Ādulala	Adulala
	Ādulala	Adulala
አዱላላ ማርያም ቤተ ክርስቲያን	Ādulala Maryam Bēte Kristīyan	Adulala Maryam Bete Kristiyan
አዱላላ መድሃኒአለም ቤተ ክርስቲያን	Ādulala Medhanē ‘Alem Bēte Kristīyan	Adulala Medhane `Alem Bete Kristiyan
	Ādulan	Adulan
	Ādulan Terara	Adulan Terara
	Ādulī Shet’	Aduli Shet'
	Āduno Shet’	Aduno Shet'
	Adura	Adura
	Wangniang	Wangniang
	Ādu Shet’	Adu Shet'
	Darar	Darar
	Osboli	Osboli
	Ādvakel	Advakel
አድዋ	Ādwa	Adwa
አዳባ	Adaba	Adaba
	Adowa	Adowa
	Adua	Adua
	Aduwā	Aduwa
	Ādwa	Adwa
	Auda	Auda
አድዋ አውራጃ	Ādwa Āwraja	Adwa Awraja
	Adwa Awraja Fid Bēt	Adwa Awraja Fid Bet
አድዋ አውራጃ ፍርድ ቤት	Ādwa Āwraja Fird Bēt	Adwa Awraja Fird Bet
አድዋ ገብርኤል ቤተ ክርስቲያን	Ādwa Gebri’ēl Bēte Kristīyan	Adwa Gebri'el Bete Kristiyan
	Ādwa Crater	Adwa Crater
አድዋ እሳተ ጎሞራ የፈለቀበት ጉድጓድ	Ādwa Isate Gemora YeFelek’ebet Gudgwad	Adwa Isate Gemora YeFelek'ebet Gudgwad
አድዋ ማርያም ቤተ ክርስቲያን	Ādwa Maryam Bēte Kristīyan	Adwa Maryam Bete Kristiyan
አድዋ መድሃኒአለም ቤተ ክርስቲያን	Ādwa Medhanē ‘Alem Bēte Kristīyan	Adwa Medhane `Alem Bete Kristiyan
አድዋ ንግስተ ሳባ ሁለተኛ ደረጃ ትምብርት ቤት	Ādwa Nigiste Saba Huletenya Dereja Timhirt Bēt	Adwa Nigiste Saba Huletenya Dereja Timhirt Bet
አድዋ ስላሴ ቤተ ክርስቲያን	Ādwa Silasē Bēte Kristīyan	Adwa Silase Bete Kristiyan
	Ad Zelaco	Ad Zelaco
	Aero	Aero
	Monte Areo	Monte Areo
	Āfa’āntī Āmba	Afa'anti Amba
	Āfada Wenz	Afada Wenz
	Āfaf	Afaf
	Afaf Badane	Afaf Badane
	Afaflai	Afaflai
	Āfah Shet’	Afah Shet'
	Afaisi	Afaisi
	Āfajo Shet’	Afajo Shet'
	Afalata	Afalata
	Afallo	Afallo
	Āfama Bota	Afama Bota
አፋምቦ	Āfambo	Afambo
	Afembo	Afembo
አፋምቦ ሐይቅ	Āfambo Hāyk’	Afambo Hayk'
	Affambo	Affambo
አፋምቦ ሐይቅ	Lake Affambo	Lake Affambo
	Afar Dogut	Afar Dogut
	Āfaredo Shet’	Afaredo Shet'
	Afas Dega	Afas Dega
	Āfa Shet’	Afa Shet'
	Afata	Afata
	Āfaze Shet’	Afaze Shet'
	Afcadare	Afcadare
	Afkadare	Afkadare
	Afdega	Afdega
	Afdam	Afdam
አፍደም	Āfdem	Afdem
	Afdam	Afdam
አፍደም	Afdem	Afdem
አፍደም ተራራ	Āfdem Terara	Afdem Terara
	Afdub	Afdub
አፍዴር	Afder	Afder
	Afder	Afder
	Afder	Afder
አፍዴራ	Afdera	Afdera
	Afdub	Afdub
	Afadda	Afadda
	Āfeda YeWiha Gudgwad	Afeda YeWiha Gudgwad
	Affada	Affada
	Āfegēt Shet’	Afeget Shet'
አፈ ንጉስ	Āfe Nigus	Afe Nigus
	Āfenk’ir	Afenk'ir
	Āfersa	Afersa
	Āferuba	Aferuba
